6560.8100 0.81219053
6560.8500 0.81051987
6560.8900 0.80824333
6560.9300 0.80538607
6560.9700 0.80208755
6561.0100 0.79859912
6561.0500 0.79520077
6561.0900 0.79211712
6561.1300 0.78945541
6561.1700 0.78715169
6561.2100 0.78501588
6561.2500 0.78283262
6561.2900 0.78040445
6561.3300 0.77762455
6561.3700 0.77444649
6561.4100 0.77087003
6561.4500 0.76690650
6561.4900 0.76256084
6561.5300 0.75783300
6561.5700 0.75269139
6561.6100 0.74710256
6561.6500 0.74100965
6561.6900 0.73435158
6561.7300 0.72703916
6561.7700 0.71894854
6561.8100 0.70990604
6561.8500 0.69965631
6561.8900 0.68786955
6561.9300 0.67412484
6561.9700 0.65793002
6562.0100 0.63877523
6562.0500 0.61620343
6562.0900 0.58991963
6562.1300 0.55988407
6562.1700 0.52639496
6562.2100 0.49013284
6562.2500 0.45213172
6562.2900 0.41367504
6562.3300 0.37615520
6562.3700 0.34087017
6562.4100 0.30886731
6562.4500 0.28083223
6562.4900 0.25705066
6562.5300 0.23746125
6562.5700 0.22175464
6562.6100 0.20949215
6562.6500 0.20020929
6562.6900 0.19348811
6562.7300 0.18899712
6562.7700 0.18651615
6562.8100 0.18592951
6562.8500 0.18723036
6562.8900 0.19052038
6562.9300 0.19600132
6562.9700 0.20397332
6563.0100 0.21480905
6563.0500 0.22891843
6563.0900 0.24668187
6563.1300 0.26835889
6563.1700 0.29399791
6563.2100 0.32335210
6563.2500 0.35585758
6563.2900 0.39067668
6563.3300 0.42680231
6563.3700 0.46318749
6563.4100 0.49887618
6563.4500 0.53305078
6563.4900 0.56506276
6563.5300 0.59439862
6563.5700 0.62068826
6563.6100 0.64370424
6563.6500 0.66338766
6563.6900 0.67984134
6563.7300 0.69330490
6563.7700 0.70408159
6563.8100 0.71247566
6563.8500 0.71876663
6563.8900 0.72321922
6563.9300 0.72611815
6563.9700 0.72782397
6564.0100 0.72881156
6564.0500 0.72968626
6564.0900 0.73115426
6564.1300 0.73390603
6564.1700 0.73843032
6564.2100 0.74483258
6564.2500 0.75277561
6564.2900 0.76156670
6564.3300 0.77037734
6564.3700 0.77850729
6564.4100 0.78555870
6564.4500 0.79143488
6564.4900 0.79627061
6564.5300 0.80028355
6564.5700 0.80368870
6564.6100 0.80664515
6564.6500 0.80925238
6564.6900 0.81156456
6564.7300 0.81359762
6564.7700 0.81535244
